nro_socio;fecha_alta;localidad;tarifa ;consumo_prom_kwh;variacion_consumo_%;antiguedad_meses;cant_reclamos;cortes_ultimo_anio;horas_sin_servicio;facturas_emitidas;facturas_vencidas;medidor_inteligente;adhesion_debito;edad_titular;canal_contacto;codigo_postal;estado
100751;19/10/1999;General Pico;Comercial;276;6,4;321;1;4;13,7 hs;12;1;No;No;70;App;-;Baja
100126;01/05/2020;Trenel;Residencial;296;-;71;1;3;5,8 hs;12;0;No;No;63;Teléfono;s/d;Activo
100442;2002-05-06;Eduardo Castex;Comercial;402;0,1;290;N/D;1;5,2 hs;12;2;No;No;58;Oficina;6380;Baja
100819;2010-03-25;General Pico;Residencial;397;s/d;194;0;2;9,4 hs;12;2;s/d;No;999;App;6360;Activo
100694;2000-01-17;Intendente Alvear;Residencial;261;6,1;318;0;3;11,7 hs;12;1;Sí;Sí;20;Web;6360;Activo
100476;27/11/2020;Realicó;RESIDENCIAL ;168;26,8;64;1;2;8,2 hs;12;0;s/d;No;57;App;6200;Baja
100130;27/11/2020;SANTA ROSA;Resid.;227;-11,7;64;0;3;15,9 hs;12;4;No;No;35;Teléfono;6360;Baja
100593;03/06/2008;Trenel;Residencial;200;19;216;0;0;0,0 hs;12;0;No;Sí;50;Teléfono;s/d;Activo
100591;04/07/2025;Intendente Alvear;Rural;343;0,3;8;1;3;1,6 hs;12;0;No;No;58;Teléfono;;Activo
100036;21/02/1999;Trenel;Comercial;780;-31,2;329;3;2;5,3 hs;12;0;No;No;49;App;-;Activo
100155;03/11/1996;General Pico;residencial;94;-12,7;357;-;3;7,9 hs;12;1;s/d;No;36;Teléfono;s/d;Activo
100245;25/09/2015;General Pico;Residencial;130;-16,2;127;0;1;3,4 hs;12;1;;No;51;Teléfono;;Activo
100078;2007-01-10;Sta. Rosa;Residencial;223;0,9;233;0;2;8,9 hs;12;0;No;No;40;Web;6380;Activo
100215;02/06/2014;Intendente Alvear;Resid.;-99;8,2;143;0;5;22,3 hs;12;1;s/d;No;66;Web;-;Activo
100374;2023-01-16;Trenel;Resid.;230;-36,6;38;0;2;2,0 hs;12;1;;No;48;Teléfono;N/D;Activo
100402;15/07/2000;Realicó;Residencial;433;-35,1;312;1;3;1,7 hs;12;0;N/D;Sí;32;Oficina;s/d;Activo
100196;2017-03-18;Intendente Alvear;residencial;290;17,3;109;0;1;3,9 hs;12;1;s/d;No;36;Oficina;s/d;Activo
100388;2006-11-11;Trenel;Residencial;127;6,8;235;0;1;1,1 hs;12;1;No;No;78;App;;Activo
100177;2002-01-06;Realicó;Comercial;326;20,8;294;1;2;1,4 hs;12;0;No;No;45;App;s/d;Activo
100377;2011-10-16;Santa Rosa;Comercial;140;0,2;175;0;0;0,0 hs;12;2;Sí;No;40;App;N/D;Activo
100904;16/06/2017;General Pico;Resid.;367;0,4;106;1;0;0,0 hs;12;0;No;No;45;Teléfono;s/d;Activo
100543;17/01/2000;General Pico;RESIDENCIAL ;292;21,5;318;0;2;7,5 hs;12;2;s/d;Sí;60;Teléfono;-;Activo
100059;14/02/2006;Eduardo Castex;Residencial;384;13,9;244;1;2;9,8 hs;12;1;Sí;No;59;Oficina;-;Activo
100859;09/07/2007;Intendente Alvear;Comercial;260;-35,1;227;0;3;10,0 hs;12;2;-;No;51;App;s/d;Activo
100560;2015-08-26;Trenel;RESIDENCIAL ;115;12,7;128;2;4;17,3 hs;12;0;Sí;Sí;65;Oficina;;Baja
100412;2009-11-25;Sta. Rosa;RESIDENCIAL ;498;57;198;-;2;10,5 hs;12;4;No;No;49;Web;;Activo
100533;2020-07-30;Trenel;residencial;s/d;20;68;1;2;7,5 hs;12;0;-;Sí;34;Teléfono;s/d;Activo
100899;17/03/2023;Santa Rosa;Comercial;-99;-6,8;36;0;6;15,8 hs;12;2;Sí;No;77;App;s/d;Activo
100400;2023-08-14;eduardo castex;Residencial;148;25,1;31;0;4;23,9 hs;12;0;No;No;54;App;-;Activo
100161;2013-06-07;eduardo castex;RESIDENCIAL ;431;23,4;155;1;2;7,6 hs;12;1;No;Sí;49;Oficina;-;Activo
100225;05/04/2025;Trenel;Residencial;387;-3,5;11;0;2;11,3 hs;12;1;No;No;54;Web;;Activo
100624;28/10/2003;Realicó;RESIDENCIAL ;210;73,5;272;0;2;10,8 hs;12;0;No;Sí;31;Web;s/d;Activo
100721;;Santa Rosa;Residencial;585;20,5;327;1;2;6,1 hs;12;0;No;No;41;App;s/d;Activo
100461;2022-05-21;santa rosa;Rural;204;42,4;46;2;3;11,9 hs;12;3;;No;43;App;-;Baja
101026;2003-05-01;Eduardo Castex;residencial;293;-10,3;278;0;2;11,5 hs;12;2;No;No;80;Web;-;Activo
100828;04/02/2008;Realicó;Residencial;274;-13,1;220;1;5;11,0 hs;12;3;No;No;67;Oficina;6380;Activo
100730;18/03/2017;Trenel;Resid.;354;-61,5;109;s/d;5;20,2 hs;12;0;No;No;35;Teléfono;-;Baja
101085;2025-03-06;Eduardo Castex;Comercial;166;29,2;12;1;1;2,0 hs;12;1;Sí;No;51;Oficina;s/d;Activo
100939;2006-12-11;Eduardo Castex;residencial;-99;-64,3;234;1;2;11,6 hs;12;0;No;No;51;Teléfono;N/D;Activo
100888;17/01/2000;Trenel;residencial;483;-16,5;318;0;0;0,0 hs;12;0;N/D;Sí;55;App;-;Activo
100811;2003-04-01;SANTA ROSA;Resid.;190;6,4;279;2;3;9,7 hs;12;1;Sí;No;56;App;6360;Activo
101160;24/12/2015;Santa Rosa;Rural;439;-12,4;124;1;3;8,8 hs;12;0;Sí;No;32;Web;;Activo
100596;;Intendente Alvear;Comercial;79;-32,7;120;0;1;4,9 hs;12;0;-;Sí;45;Web;s/d;Activo
100715;2003-09-28;General Pico;Comercial;218;22,1;273;0;3;13,7 hs;12;1;Sí;No;55;Teléfono;N/D;Activo
100053;2025-06-04;General Pico;RESIDENCIAL ;300;-1,9;9;0;2;3,8 hs;12;0;-;Sí;70;Web;s/d;Activo
100266;2004-02-25;Gral. Pico;residencial;161;39,9;268;0;1;5,3 hs;12;1;Sí;No;77;Web;N/D;Activo
100770;14/07/2006;general pico;Residencial;231;3,3;239;N/D;6;19,1 hs;12;2;No;No;53;App;6385;Activo
100327;2001-06-10;Realicó;residencial;258;55,1;301;0;2;7,8 hs;12;0;No;No;37;App;-;Activo
100627;09/03/2013;Realicó;Resid.;313;25,5;158;0;3;14,3 hs;12;2;No;No;30;Teléfono;6385;Activo
100255;09/09/2018;Eduardo Castex;Comercial;232;-30,2;91;0;3;15,0 hs;12;3;No;Sí;71;Teléfono;N/D;Activo
100927;2010-07-23;General Pico;Comercial;203;-18,5;190;N/D;1;5,0 hs;12;1;No;No;73;Oficina;-;Baja
100087;28/09/2020;Realicó;Rural;458;;66;1;1;1,7 hs;12;1;No;Sí;66;Oficina;;Activo
100839;2001-02-10;Trenel;Comercial;107;-17,8;305;0;2;3,1 hs;12;1;;No;57;Oficina;6360;Activo
100322;2025-07-04;general pico;residencial;433;-15,3;8;0;0;0,0 hs;12;1;No;Sí;51;App;N/D;Activo
101030;04/07/2025;General Pico;Comercial;-99;7,8;8;1;2;3,7 hs;12;0;s/d;Sí;47;Teléfono;6380;Baja
100951;30/07/2020;santa rosa;residencial;373;33,7;68;N/D;2;7,2 hs;12;1;No;Sí;54;App;-;Activo
100280;1997-05-02;General Pico;Comercial;94;29,5;351;-;1;1,7 hs;12;0;No;No;64;App;s/d;Activo
101068;2009-04-29;General Pico;Residencial;164;1,5;205;2;0;0,0 hs;12;3;Sí;No;20;App;s/d;Baja
100086;07/02/2013;General Pico;Comercial;262;-27,1;159;2;1;4,1 hs;12;4;No;No;60;Teléfono;N/D;Baja
100562;2025-08-03;Realicó;Residencial;244;9,8;7;0;3;7,7 hs;12;3;No;No;36;Oficina;;Baja
100755;13/10/2023;Realicó;Comercial;410;1,9;29;0;1;5,1 hs;12;1;-;No;45;Web;N/D;Baja
100133;07/06/2013;Trenel;Comercial;379;14,3;155;1;2;7,2 hs;12;2;N/D;No;91;Teléfono;N/D;Baja
100193;2005-03-21;Realicó;Residencial;-99;-32,5;255;N/D;3;3,0 hs;12;3;Sí;No;84;Teléfono;N/D;Baja
100782;26/03/2004;Santa Rosa;Residencial;639;1,8;267;0;2;10,8 hs;12;0;No;No;62;Web;N/D;Activo
100822;1999-03-23;Intendente Alvear;Residencial;153;-4,9;328;;2;7,3 hs;12;0;No;No;74;Web;;Activo
100917;2014-05-03;Trenel;Comercial;201;-39,8;144;2;1;5,3 hs;12;1;-;Sí;53;Oficina;;Activo
101048;27/08/2009;Gral. Pico;Residencial;-;-4,3;201;0;3;16,9 hs;12;2;No;No;32;Teléfono;s/d;Activo
100489;22/08/2010;Eduardo Castex;Residencial;325;-14,2;189;-;2;8,3 hs;12;0;N/D;No;64;Teléfono;N/D;Activo
100486;2014-02-02;Trenel;Comercial;118;-4,8;147;1;0;0,0 hs;12;1;-;No;43;Oficina;s/d;Activo
100716;11/03/2024;Realicó;Residencial;157;7,1;24;s/d;3;10,2 hs;12;3;No;Sí;40;Web;s/d;Activo
100554;2009-05-29;Trenel;Comercial;333;45,1;204;2;1;4,7 hs;12;1;-;No;63;App;s/d;Activo
100386;29/12/2014;Realicó;Comercial;223;-23,8;136;1;3;5,4 hs;12;0;-;No;78;App;;Activo
101040;2021-07-25;Intendente Alvear;Comercial;162;-18,5;56;0;5;4,6 hs;12;0;;No;63;Oficina;s/d;Activo
100698;20/05/2005;santa rosa;Residencial;774;50,3;253;0;2;7,4 hs;12;1;No;No;52;Web;;Activo
100651;30/12/2008;Intendente Alvear;Comercial;331;-27,5;209;0;2;2,6 hs;12;1;No;Sí;54;App;;Baja
101157;2010-10-21;General Pico;Residencial;167;7,9;187;3;0;0,0 hs;12;1;No;Sí;45;Oficina;;Activo
101198;2022-03-22;Trenel;Rural;168;4,9;48;0;0;0,0 hs;12;2;No;No;42;Web;s/d;Baja
100104;2000-04-16;Eduardo Castex;Comercial;177;19,1;315;2;2;2,0 hs;12;0;No;Sí;43;Teléfono;6385;Activo
100072;25/04/2004;Intendente Alvear;Residencial;346;-11,3;266;2;3;6,8 hs;12;2;Sí;No;58;Teléfono;-;Activo
100210;02/06/2014;Intendente Alvear;Resid.;345;-;143;0;2;4,7 hs;12;0;;No;62;Oficina;-;Activo
100513;2023-05-16;Realicó;rural;234;-23;34;0;0;0,0 hs;12;1;Sí;No;49;Teléfono;;Activo
100747;2009-07-28;GENERAL PICO ;Comercial;382;-13,6;202;s/d;6;12,4 hs;12;1;No;No;46;App;;Activo
101044;2015-11-24;General Pico;Resid.;359;-45,9;125;0;4;11,3 hs;12;1;No;Sí;65;Web;N/D;Activo
100687;2025-04-05;Trenel;Residencial;189;-16;11;2;1;4,6 hs;12;2;N/D;Sí;57;Web;s/d;Activo
100457;30/07/2003;Realicó;RESIDENCIAL ;127;25,2;275;;5;12,3 hs;12;0;No;No;34;Teléfono;-;Activo
100054;17/01/2000;Realicó;residencial;176;-21,1;318;-;3;2,7 hs;12;1;Sí;No;51;Oficina;N/D;Activo
100880;15/06/2000;Trenel;residencial;303;-18,9;313;0;3;12,5 hs;12;2;s/d;Sí;56;Web;s/d;Activo
100889;2004-11-21;Realicó;Residencial;273;1,1;259;1;3;15,2 hs;12;1;-;No;71;Oficina;s/d;Baja
100906;2005-05-20;Trenel;rural;309;-13,4;253;1;1;2,0 hs;12;2;Sí;Sí;52;Web;;Activo
100967;2025-06-04;Eduardo Castex;residencial;347;-24,8;9;1;3;7,4 hs;12;1;s/d;No;55;App;;Activo
100465;03/12/2019;Trenel;RESIDENCIAL ;180;1,6;76;0;1;2,8 hs;12;19;-;No;36;Teléfono;6380;Baja
100278;1998-12-23;SANTA ROSA;Residencial;129;-15,2;331;3;1;4,3 hs;12;0;;No;32;App;N/D;Activo
100080;15/04/2006;Trenel;RESIDENCIAL ;498;40,2;242;0;1;4,5 hs;12;0;s/d;No;69;Oficina;-;Activo
100987;2015-01-28;Intendente Alvear;rural;257;-31,5;135;3;4;15,8 hs;12;2;No;Sí;46;App;-;Baja
100909;2015-02-27;Eduardo Castex;Resid.;306;32,3;134;1;1;3,7 hs;12;0;N/D;Sí;59;Web;s/d;Activo
100777;2009-04-29;Eduardo Castex;Residencial;72;24,5;205;0;1;3,4 hs;12;0;s/d;Sí;999;Oficina;N/D;Activo
100567;2025-02-04;Intendente Alvear;Residencial;406;54,5;13;;3;13,9 hs;12;2;Sí;Sí;58;Oficina;N/D;Baja
100362;08/05/2013;Intendente Alvear;Residencial;469;-36,7;156;1;1;2,8 hs;12;2;No;Sí;61;Web;-;Activo
101137;2014-05-03;Intendente Alvear;Residencial;351;2,7;144;1;1;4,7 hs;12;1;Sí;No;50;App;;Activo
100527;2001-02-10;Intendente Alvear;Comercial;206;-3,9;305;0;6;26,5 hs;12;1;No;No;59;Teléfono;;Activo
100385;2021-06-25;GENERAL PICO ;Comercial;447;28,1;57;2;2;4,4 hs;12;0;Sí;Sí;55;Teléfono;;Activo
100224;24/09/1998;SANTA ROSA;Residencial;s/d;-13,6;334;1;3;15,5 hs;12;3;No;No;45;App;;Activo
100189;2004-08-23;Eduardo Castex;Comercial;108;43;262;1;1;3,9 hs;12;0;No;Sí;55;Oficina;s/d;Activo
100312;26/05/2021;Sta. Rosa;Residencial;214;-15,8;58;1;1;2,2 hs;12;1;No;Sí;73;App;;Activo
100445;2004-05-25;Realicó;Residencial;369;4,5;265;0;3;3,2 hs;12;0;No;Sí;56;Teléfono;N/D;Activo
100580;2021-05-26;Eduardo Castex;residencial;101;7,4;58;2;2;6,8 hs;12;13;s/d;No;54;App;6380;Baja
101015;16/10/2011;Santa Rosa;Residencial;457;-6,5;175;1;3;6,7 hs;12;4;No;No;31;Teléfono;s/d;Baja
100136;2003-05-31;Realicó;Comercial;95;8,8;277;0;3;8,0 hs;12;1;N/D;No;74;Teléfono;s/d;Activo
100099;29/10/1997;General Pico;Residencial;231;26,4;345;;3;2,1 hs;12;1;;Sí;60;App;;Activo
100833;2009-06-28;Realicó;Comercial;261;8,2;203;1;4;19,0 hs;12;0;;Sí;51;App;s/d;Activo
100168;13/09/2000;Realicó;Residencial;-99;22,2;310;1;4;15,5 hs;12;1;No;Sí;77;App;6380;Activo
100423;2011-04-19;Intendente Alvear;Comercial;;1,4;181;2;2;3,3 hs;12;3;Sí;Sí;49;App;-;Activo
100462;2008-01-05;Trenel;Residencial;221;15,2;221;2;2;9,9 hs;12;1;-;Sí;38;Web;N/D;Activo
100549;22/03/2022;Intendente Alvear;Comercial;191;31,2;48;1;2;6,0 hs;12;0;No;Sí;41;App;;Baja
100286;16/03/2006;Realicó;RESIDENCIAL ;333;4,8;243;1;2;2,5 hs;12;1;No;No;55;Oficina;s/d;Activo
100214;2014-03-04;Santa Rosa;Comercial;202;4,4;146;1;0;0,0 hs;12;1;s/d;No;54;Oficina;6360;Activo
100261;2002-01-06;Intendente Alvear;Residencial;475;-9,1;294;N/D;3;3,5 hs;12;2;No;No;33;Teléfono;s/d;Activo
100697;10/04/2007;General Pico;Residencial;275;-23,2;230;1;1;2,3 hs;12;0;No;No;42;Teléfono;6360;Activo
100138;2023-01-16;Eduardo Castex;Residencial;219;10,1;38;1;0;0,0 hs;12;0;No;No;60;Web;;Activo
100861;21/05/2022;Gral. Pico;Residencial;230;30,3;46;0;2;2,2 hs;12;0;No;No;2;App;6300;Activo
100932;2000-04-16;General Pico;residencial;123;-11,1;315;0;0;0,0 hs;12;0;No;No;28;App;N/D;Activo
100662;07/01/2019;Trenel;RURAL;123;42,9;87;0;0;0,0 hs;12;0;No;No;49;Teléfono;6380;Activo
100240;07/01/2019;Intendente Alvear;Residencial;262;-4,6;87;0;3;7,1 hs;12;1;-;No;62;App;;Activo
100907;2020-10-28;Santa Rosa;Residencial;1148;20,3;65;-;1;2,0 hs;12;0;s/d;Sí;46;Oficina;s/d;Activo
100244;2016-03-23;Trenel;Residencial;524;-1,9;121;1;2;9,1 hs;12;1;-;Sí;26;App;s/d;Activo
100357;24/10/1998;Trenel;residencial;260;-19,4;333;0;2;11,7 hs;12;2;Sí;No;49;App;s/d;Activo
100631;2020-11-27;eduardo castex;Rural;327;30,9;64;1;3;9,7 hs;12;3;s/d;No;46;Teléfono;s/d;Baja
100041;05/07/2002;Trenel;Comercial;121;;288;0;0;0,0 hs;12;1;s/d;No;28;App;;Activo
100003;2016-12-18;Intendente Alvear;Residencial;391;-24,1;112;0;2;1,1 hs;12;14;;No;34;App;;Activo
100034;2024-07-09;Realicó;RESIDENCIAL ;154;-17,1;20;0;2;1,5 hs;12;3;No;Sí;71;Web;s/d;Activo
100235;2019-08-05;Trenel;RESIDENCIAL ;158;27,1;80;0;1;0,8 hs;12;1;No;No;54;Teléfono;;Activo
100614;2021-03-27;Gral. Pico;RURAL;;-3,6;60;0;2;11,6 hs;12;0;No;No;38;Teléfono;;Activo
100109;12/09/2006;Santa Rosa;Resid.;167;21,6;237;1;4;8,1 hs;12;2;Sí;No;92;Oficina;6360;Activo
100914;23/01/2016;general pico;RESIDENCIAL ;116;-16,6;123;0;3;13,7 hs;12;2;Sí;No;47;Teléfono;N/D;Activo
100621;2012-01-14;General Pico;RESIDENCIAL ;309;26,1;172;1;7;11,5 hs;12;3;N/D;No;42;App;6200;Baja
100347;2000-09-13;Realicó;RESIDENCIAL ;210;3,9;310;0;1;0,7 hs;12;0;-;Sí;74;App;N/D;Activo
100911;2023-05-16;eduardo castex;RESIDENCIAL ;97;8,1;34;-;5;20,3 hs;12;3;;Sí;34;Oficina;6200;Baja
100695;1998-12-23;Santa Rosa;Residencial;243;25,8;331;1;2;10,7 hs;12;1;Sí;No;44;Oficina;6385;Activo
100587;2001-04-11;Intendente Alvear;residencial;264;36,8;303;1;5;11,4 hs;12;0;Sí;No;40;Teléfono;;Baja
100289;2003-03-02;Realicó;RURAL;236;19,2;280;1;4;2,1 hs;12;2;N/D;Sí;53;Teléfono;6380;Activo
101017;2007-10-07;Intendente Alvear;Comercial;-99;23,2;224;3;2;7,1 hs;12;1;Sí;No;33;Web;6200;Activo
101196;05/05/2025;Santa Rosa;Residencial;175;-23,9;10;0;3;11,1 hs;12;1;;No;30;Web;-;Activo
100393;2009-10-26;Trenel;Rural;387;-19,5;199;N/D;3;5,8 hs;12;0;Sí;Sí;39;Oficina;N/D;Activo
100254;22/02/2016;Trenel;residencial;-99;-13,4;122;1;4;13,8 hs;12;1;No;No;70;Oficina;-;Baja
100271;20/04/2005;E. Castex;Residencial;186;39,2;254;3;0;0,0 hs;12;0;;No;54;Teléfono;N/D;Activo
100870;09/12/2012;General Pico;Residencial;290;s/d;161;1;4;6,3 hs;12;2;No;No;60;Oficina;6360;Baja
100934;27/01/1998;Eduardo Castex;Residencial;466;-5,1;342;s/d;1;4,8 hs;12;1;;Sí;57;App;N/D;Activo
100944;2007-09-07;General Pico;residencial;188;15,8;225;0;2;3,7 hs;12;1;No;No;33;App;N/D;Activo
100657;18/07/2011;Trenel;Rural;96;-0,4;178;0;5;9,6 hs;12;1;Sí;Sí;62;Teléfono;N/D;Activo
101127;28/10/2020;Realicó;Residencial;209;-7,4;65;2;3;14,7 hs;12;2;No;No;58;Teléfono;-;Baja
100385;2021-06-25;GENERAL PICO ;Comercial;447;28,1;57;2;2;4,4 hs;12;0;Sí;Sí;55;Teléfono;;Activo
100905;22/05/1999;Intendente Alvear;Comercial;334;-7,8;326;1;0;0,0 hs;12;2;Sí;No;40;Teléfono;N/D;Activo
100918;28/09/2003;eduardo castex;Residencial;253;-16,1;273;1;3;6,0 hs;12;0;No;No;57;Oficina;;Activo
100539;2007-04-10;Trenel;RESIDENCIAL ;336;53,9;230;0;2;5,5 hs;12;1;No;No;63;Oficina;s/d;Activo
100806;08/08/2007;Intendente Alvear;Comercial;151;-24,4;226;0;3;6,4 hs;12;0;;No;57;Oficina;-;Activo
100603;2019-03-08;eduardo castex;Residencial;284;-21,8;85;3;0;0,0 hs;12;0;-;No;57;Teléfono;N/D;Activo
101151;2025-10-02;Trenel;Residencial;502;-9,2;5;-;2;5,8 hs;12;1;-;No;62;App;6385;Activo
100931;2003-03-02;Eduardo Castex;RESIDENCIAL ;100;10,1;280;0;1;5,8 hs;12;2;N/D;Sí;34;Teléfono;s/d;Activo
100363;05/09/2013;Trenel;Residencial;-99;16,3;152;0;4;18,7 hs;12;2;N/D;No;66;Oficina;N/D;Activo
100032;06/01/2002;Realicó;Comercial;160;-6,6;294;1;3;6,6 hs;12;0;Sí;No;58;App;s/d;Activo
100007;05/02/2002;eduardo castex;RESIDENCIAL ;200;31,2;293;3;2;6,3 hs;12;2;-;Sí;68;Teléfono;s/d;Activo
100919;1998-12-23;Intendente Alvear;Rural;76;10,8;331;0;3;6,4 hs;12;0;No;No;30;Web;-;Activo
100693;25/07/2021;Trenel;Residencial;282;-1;56;3;2;10,6 hs;12;1;N/D;No;50;Web;s/d;Activo
100722;2003-06-30;Intendente Alvear;Resid.;717;18,2;276;0;3;14,5 hs;12;4;s/d;No;52;Teléfono;6200;Activo
101144;2018-11-08;Santa Rosa;Residencial;447;7,3;89;0;3;11,3 hs;12;1;Sí;No;80;Oficina;;Activo
100265;2003-09-28;Realicó;Residencial;172;8,2;273;0;2;3,3 hs;12;2;No;Sí;38;Oficina;;Baja
100677;2011-07-18;Realicó;Residencial;165;-33,7;178;0;2;7,7 hs;12;3;No;No;75;Web;N/D;Activo
100503;2024-01-11;Realicó;Comercial;106;-8,1;26;0;3;13,3 hs;12;0;No;No;31;App;N/D;Activo
101002;18/08/2005;General Pico;RURAL;279;34,7;250;0;4;10,8 hs;12;1;;Sí;49;Oficina;N/D;Activo
101032;1998-03-28;General Pico;Comercial;247;-19,8;340;0;2;7,2 hs;12;0;s/d;No;48;Teléfono;s/d;Activo
100421;27/12/2020;Gral. Pico;Comercial;370;N/D;63;0;3;14,8 hs;12;4;No;No;52;Oficina;N/D;Baja
101153;2024-05-10;Trenel;residencial;220;-8,9;22;;1;4,2 hs;12;1;No;No;67;Oficina;N/D;Activo
100853;21/05/2022;Santa Rosa;Residencial;216;-31,5;46;1;5;21,1 hs;12;1;No;No;47;Web;6385;Baja
100898;1998-12-23;Realicó;Residencial;333;-18,2;331;0;4;15,0 hs;12;0;Sí;No;35;Web;6385;Activo
100509;2026-01-30;Trenel;Comercial;121;-19,5;1;2;1;3,2 hs;12;1;No;No;36;Web;s/d;Baja
100682;2022-01-21;Santa Rosa;Resid.;179;-11,8;50;s/d;2;10,8 hs;12;0;No;Sí;37;Oficina;N/D;Activo
100190;2007-06-09;Santa Rosa;Residencial;901;23,8;228;2;1;5,4 hs;12;1;;No;55;Oficina;N/D;Activo
100149;04/06/2025;Trenel;Residencial;202;-6,3;9;0;3;5,3 hs;12;0;No;Sí;37;Web;N/D;Activo
100647;2007-03-11;Trenel;Residencial;350;-;231;2;2;8,1 hs;12;0;Sí;No;24;Teléfono;-;Activo
100140;09/11/2012;Realicó;Rural;149;-4,6;162;;1;1,6 hs;12;1;-;No;59;Teléfono;-;Activo
100444;2010-01-24;santa rosa;Residencial;291;31,6;196;1;1;3,9 hs;12;2;-;Sí;52;Oficina;;Activo
101092;2007-08-08;Intendente Alvear;Comercial;305;N/D;226;0;0;0,0 hs;12;0;No;Sí;60;Web;;Activo
100064;11/01/2001;Realicó;RESIDENCIAL ;114;-13,9;306;;6;26,9 hs;12;0;No;No;78;Teléfono;6200;Baja
100725;2020-01-02;general pico;Rural;97;-6,2;75;1;3;5,3 hs;12;0;No;No;53;Teléfono;6380;Activo
100788;02/12/2002;Intendente Alvear;Residencial;199;31,2;283;2;2;10,2 hs;12;0;No;Sí;35;Web;;Activo
101052;2023-03-17;Intendente Alvear;Resid.;325;0,5;36;1;3;2,7 hs;12;0;No;No;44;Teléfono;-;Activo
100817;2004-11-21;Intendente Alvear;Residencial;196;N/D;259;s/d;0;0,0 hs;12;1;No;No;49;Oficina;6380;Activo
100720;1997-07-01;Intendente Alvear;Residencial;100;15,3;349;s/d;1;2,1 hs;12;0;No;No;41;Web;-;Activo
100708;;Intendente Alvear;Residencial;123;-;258;1;0;0,0 hs;12;1;s/d;No;70;Teléfono;s/d;Activo
100738;2000-04-16;General Pico;Residencial;-;-2,5;315;s/d;2;7,7 hs;12;1;s/d;Sí;53;Web;6385;Activo
100038;25/12/2009;Gral. Pico;Residencial;225;42,4;197;5;1;5,5 hs;12;0;s/d;Sí;58;Oficina;;Activo
100448;2012-11-09;Intendente Alvear;Rural;369;24,2;162;0;2;10,2 hs;12;0;s/d;Sí;52;App;N/D;Activo
100640;2022-04-21;General Pico;Residencial;326;14,4;47;0;1;4,8 hs;12;2;Sí;No;74;App;;Baja
101059;2018-01-12;General Pico;Comercial;622;1,1;99;2;0;0,0 hs;12;2;Sí;Sí;91;Teléfono;s/d;Activo
101191;2021-10-23;eduardo castex;RESIDENCIAL ;250;3,7;53;1;3;15,9 hs;12;1;s/d;Sí;33;Web;s/d;Baja
100774;25/04/2004;eduardo castex;Comercial;284;-5,6;266;;4;8,7 hs;12;2;;No;54;Oficina;6300;Baja
101142;2016-09-19;Gral. Pico;Comercial;287;5,8;115;2;1;2,7 hs;12;0;s/d;No;54;Web;6300;Activo
100885;26/03/2004;GENERAL PICO ;Comercial;143;-24,9;267;1;2;2,1 hs;12;2;Sí;No;25;Teléfono;N/D;Activo
100382;2022-05-21;Eduardo Castex;RESIDENCIAL ;113;-21,4;46;2;6;24,0 hs;12;0;No;No;49;Web;;Baja
100158;2017-04-17;General Pico;Rural;264;-46,2;108;2;4;11,7 hs;12;0;;No;48;Oficina;s/d;Baja
100216;2024-03-11;Trenel;Comercial;372;15,4;24;0;2;11,4 hs;12;0;No;No;58;Oficina;6200;Activo
100559;04/02/2025;Realicó;rural;168;5;13;1;1;4,1 hs;12;0;No;Sí;46;Oficina;N/D;Baja
100399;22/08/2010;GENERAL PICO ;rural;160;-18,3;189;-;3;6,4 hs;12;2;No;No;18;Teléfono;;Activo
100011;17/04/2017;General Pico;Residencial;105;24;108;0;0;0,0 hs;12;2;No;No;41;Teléfono;;Activo
100012;2014-05-03;Realicó;Residencial;114;23,8;144;1;7;30,0 hs;12;2;No;No;54;Oficina;-;Baja
100045;2013-08-06;Trenel;Resid.;570;s/d;153;2;5;6,7 hs;12;0;Sí;No;40;Oficina;s/d;Baja
100470;20/04/2005;Trenel;residencial;487;-3,7;254;0;2;4,4 hs;12;2;N/D;No;33;Teléfono;N/D;Activo
100860;2011-04-19;GENERAL PICO ;Residencial;400;15,9;181;0;1;1,8 hs;12;3;-;Sí;53;App;6300;Activo
101003;07/07/2013;santa rosa;Residencial;331;-16,9;154;0;3;5,9 hs;12;1;No;No;83;Oficina;s/d;Activo
100669;2012-02-13;Intendente Alvear;Resid.;170;-41,3;171;2;2;4,1 hs;12;0;N/D;Sí;41;Oficina;-;Activo
100983;2024-01-11;GENERAL PICO ;Comercial;91;-19,6;26;2;3;12,0 hs;12;2;;No;45;Oficina;;Baja
100355;21/07/2016;Trenel;Residencial;180;22,9;117;;6;14,6 hs;12;2;Sí;No;62;Teléfono;;Activo
101012;27/08/2009;Realicó;Comercial;264;-21,1;201;0;3;10,7 hs;12;2;Sí;No;30;Teléfono;;Activo
100836;2017-03-18;eduardo castex;Residencial;110;51,7;109;0;5;11,3 hs;12;0;;Sí;70;App;6200;Activo
100040;05/07/2002;Eduardo Castex;RESIDENCIAL ;221;-10,4;288;1;3;10,1 hs;12;2;No;No;61;App;N/D;Activo
100786;21/10/2010;Eduardo Castex;Comercial;105;-26,3;187;1;1;2,7 hs;12;1;No;No;71;Teléfono;-;Activo
100594;21/04/2022;Realicó;Rural;529;N/D;47;1;3;12,7 hs;12;5;Sí;No;54;Web;N/D;Baja
